# f values, inverse mfp
0.000000000000000000e+00 6.479554196157308321e-02
1.000000000000000021e-03 7.137226317369381456e-02
2.000000000000000042e-03 7.255543441518835790e-02
4.000000000000000083e-03 1.111120614116363203e-01
1.000000000000000021e-02 7.951992074408538447e-02
2.000000000000000042e-02 1.693611008372853388e-01
2.500000000000000139e-02 2.196713281510905280e-01
3.500000000000000333e-02 1.947380035423856015e-01
5.000000000000000278e-02 2.702739015490410734e-01
5.999999999999999778e-02 2.562115071592546145e-01
7.500000000000001110e-02 2.643490424031850750e-01
1.000000000000000056e-01 2.710565983025887693e-01
1.250000000000000000e-01 3.450338075205985899e-01
1.500000000000000222e-01 3.200046759237464844e-01
1.750000000000000167e-01 3.631120856480856141e-01
2.000000000000000111e-01 4.161347089377946951e-01
2.250000000000000056e-01 4.356202259574291635e-01
2.500000000000000000e-01 4.023148213565192477e-01
2.750000000000000222e-01 5.032769621196011567e-01
3.000000000000000444e-01 4.641313796554840665e-01
3.250000000000000111e-01 3.724760344389328459e-01
3.500000000000000333e-01 4.436822885132441496e-01
3.750000000000000000e-01 5.700968252447995432e-01
4.000000000000000222e-01 4.512684922597232084e-01
4.250000000000000444e-01 4.385410078009699952e-01
4.500000000000000111e-01 5.204080823078700568e-01
4.750000000000000333e-01 4.569993593440230262e-01
5.000000000000000000e-01 5.221160629200134462e-01
5.250000000000000222e-01 5.409663865546218142e-01
5.500000000000000444e-01 5.381993175632653337e-01
5.750000000000000666e-01 6.011147454526095668e-01
6.000000000000000888e-01 6.170459755590772533e-01
6.250000000000000000e-01 5.880621662226349633e-01
6.500000000000000222e-01 6.260276465639165178e-01
6.750000000000000444e-01 6.343158505793525803e-01
7.000000000000000666e-01 7.313075618069543316e-01
7.250000000000000888e-01 6.752907433600503495e-01
7.500000000000000000e-01 6.770780637201113672e-01
7.750000000000000222e-01 7.156188501043021510e-01
8.000000000000000444e-01 6.200810616469863978e-01
8.250000000000000666e-01 6.614455215688631595e-01
8.500000000000000888e-01 7.619439694738443514e-01
8.750000000000000000e-01 7.887460186513164384e-01
9.000000000000000222e-01 9.116969497441476111e-01
9.250000000000000444e-01 7.652869902742226449e-01
9.500000000000000666e-01 9.291141561081519562e-01
9.750000000000000888e-01 8.567655032608099130e-01
1.000000000000000000e+00 7.461317860477523212e-01
